ID,域,グループ,言語,全著者名,標題,掲載誌名,巻,号,開始ページ,終了ページ,出版年月日,DOI,PubmedID,業績種別,業績詳細種別,査読,責任著者,,IF
44,臨床医学域,循環器内科学,eng,"Cronin, Edmond M;Bogun, Frank M;Maury, Philippe;Peichl, Petr;Chen, Minglong;Namboodiri, Narayanan;Aguinaga, Luis;Leite, Luiz Roberto;Al-Khatib, Sana M;Anter, Elad;Berruezo, Antonio;Callans, David J;Chung, Mina K;Cuculich, Phillip;d'Avila, Andre;Deal, Barbara J;Della Bella, Paolo;Deneke, Thomas;Dickfeld, Timm-Michael;Hadid, Claudio;Haqqani, Haris M;Kay, G Neal;Latchamsetty, Rakesh;Marchlinski, Francis;Miller, John M;Nogami, Akihiko;Patel, Akash R;Pathak, Rajeev Kumar;Saenz Morales, Luis C;Santangeli, Pasquale;Sapp, John L;Sarkozy, Andrea;Soejima, Kyoko;Stevenson, William G;Tedrow, Usha B;Tzou, Wendy S;Varma, Niraj;Zeppenfeld, Katja",2019 HRS/EHRA/APHRS/LAHRS expert consensus statement on catheter ablation of ventricular arrhythmias: Executive summary,Journal of interventional cardiac electrophysiology,59,1,81,133,2020-10,10.1007/s10840-019-00664-2,31960344,論文,学術雑誌,1,0,,1.277
44,臨床医学域,循環器内科学,eng,"Chen M, Wu S, Yao Y, Jiang J, Jiang C, Xue Y, Zhan X, Hu H, Fu G, Gu K, Liu H, Ding L, Jiang R, Chung FP, Lin YJ, Hori Y, Komatsu Y, Ueda A, Soejima K, Kim YH, Nogami A, Nakahara S, Chen SA, Tung R; PAUSE-SCD investigators",Pan-Asia United States PrEvention of Sudden Cardiac Death Catheter Ablation Trial (PAUSE-SCD): rationale and study design,Journal of Interventional Cardiac Electrophysiology,57,2,271,278,2020-03,10.1007/s10840-019-00535-w,30891654,論文,学術雑誌,1,0,,1.277
56,臨床医学域,脳神経外科学,eng,"H, Matsumura;M, Matsuda;K, Tabuchi;T, Yamamoto;E, Ishikawa;Matsumura, A",Vestibular schwannoma extending into the tympanic cavity and jugular fossa by invasion of the petrous bone.,British Journal of Neurosurgery,11,,1,3,2019,10.1080/02688697.2019.1588226,30856348,論文,学術雑誌,1,0,,1.29
106,保健医療学域,臨床試験・臨床疫学,eng,"Zako, Masahiro; Gosho, Masahiko; Mizumoto, Kyoichi",Curved single-plane clear corneal incision made under anterior chamber collapse by aqueous humor aspiration prevents leakage after cataract surgery,International Ophthalmology,,,,,2020-03,10.1007/s10792-020-01340-5,32200509,論文,学術雑誌,1,0,,1.314
28,生命医科学域,産業精神医学・宇宙医学,eng,"Morita, Emi; Yanagisawa, Masashi; Ishihara, Asuka; Matsumoto, Sumire; Suzuki, Chihiro; Ikeda, Yu; Ishitsuka, Mami; Hori, Daisuke; Doki, Shotaro; Oi, Yuichi; Sasahara, Shinichiro; Matsuzaki, Ichiyo; Satoh, Makoto",Association of wood use in bedrooms with comfort and sleep among workers in Japan: a cross-sectional analysis of the SLeep Epidemiology Project at the University of Tsukuba (SLEPT) study,Journal of Wood Science,66,e-pub,,,2020-02,10.1186/s10086-020-1852-y,,論文,学術雑誌,1,0,,1.333
67,臨床医学域,画像診断・ＩＶＲ学,eng,"Iizuka, Hitoshi; Daisaki, Hiromitsu; Ogawa, Matsuyoshi; Yoshida, Keisuke; Kaneta, Tomohiro","Harmonization of standardized uptake values between two scanners, considering repeatability and magnitude of the values in clinical fluorine-18-fluorodeoxyglucose PET settings: a phantom study",Nuclear medicine communications,40,8,857,864,2019-08,10.1097/MNM.0000000000001037,31145204,論文,学術雑誌,1,0,,1.334
51,臨床医学域,形成外科学,eng,"Akazawa, Toshifumi; Sekido, Mitsuru; Adachi, Koji; Sasaki, Kaoru; Aihara, Yukiko; Shibuya, Yoichiro; Makino, Syujiro",End-to-Side Venous Anastomosis to a Ligated Vein Stump for Free Flap Transfer in Head and Neck Reconstruction,ANNALS OF PLASTIC SURGERY,83,2,180,182,2019-08,10.1097/SAP.0000000000001905,31232824,論文,学術雑誌,1,0,,1.354
59,臨床医学域,腎・泌尿器外科学,eng,"Sanada, Yuko; Harada, Miyuki; Kunitomi, Chisato; Kanatani, Mayuko; Izumi, Gentaro; Hirata, Tetsuya; Fujii, Tomoyuki; Suzuki, Nao; Morishige, Ken-Ichirou; Aoki, Daisuke; Irahara, Minoru; Tsugawa, Koichiro; Tanimoto, Mitsune; Nishiyama, Hiroyuki; Hosoi, Hajime; Sugiyama, Kazuhiko; Kawai, Akira; Osuga, Yutaka","A Japanese nationwide survey on the cryopreservation of embryos, oocytes and ovarian tissue for cancer patients",journal of obstetrics and gynaecology research,45,10,2021,2028,2019-07,10.1111/jog.14073,31364239,論文,学術雑誌,1,0,,1.392
67,臨床医学域,産科婦人科学　　　　　　　　　　　　　　　,eng,"Kawasaki, Akiko; Itagagi, Hiroya; Tsumagari, Ayako; Ijiri, Hiroko; Yoshikawa, Hiroyuki; Sato, Toyomi",Four cases of Mayer-Rokitansky-Küster-Hauser syndrome treated via non-surgical vaginal reconstruction using uterine cervical dilators,journal of obstetrics and gynaecology research,46,3,542,546,2020-03,10.1111/jog.14180,31854484,論文,学術雑誌,1,1,,1.392
67,臨床医学域,産科婦人科学　　　　　　　　　　　　　　　,eng,"N, Tasaka;T, Minaguchi;Y, Hosokawa;W, Takao;H, Itagaki;K, Nishida;A, Akiyama;A, Shikama;H, Ochi;Satoh, Toyomi",Prevalence of venous thromboembolism at pretreatment screening and associated risk factors in 2086 patients with gynecological cancer.,Journal of Obstetrics and Gynaecology Research,46,5,765,773,2020-03,10.1111/jog.14233,32147891,論文,学術雑誌,1,1,,1.392
90,臨床医学域,土浦市地域臨床教育センター,eng,Fukuda T. Nishida M.,Factors associated with physiological postoperative pyrexia,Journal of Obstetrics and Gynaecology Research,46,1,161,166,2019-11,10.1111/jog.14160,31762178,論文,学術雑誌,1,1,,1.392
23,生命医科学域,実験動物学,eng,"Browning J, Rooney M, Hams E, Takahashi S, Mizuno S, Sugiyama F, Fallon PG, Kelly VP",Highly efficient CRISPR-targeting of the murine Hipp11 intergenic region supports inducible human transgene expression,Molecular Biology Reports,47,2,1491,1498,2020-02,10.1007/s11033-019-05204-9,31811500,論文,学術雑誌,1,0,,1.402
91,臨床医学域,茨城県小児地域医療教育ステーション,eng,"Hosaka, Sho; Kobayashi, Chie; Saito, Hirota; Imai-Saito, Ayako; Suzuki, Ryoko; Iwabuchi, Atsushi; Kato, Yoshiaki; Jimbo, Takahiro; Watanabe, Nobuyuki; Onodera, Masafumi; Imadome, Ken-Ichi; Masumoto, Kouji; Nanmoku, Toru; Fukushima, Takashi; Kosaki, Kenjiro; Sumazaki, Ryo; Takada, Hidetoshi",Establishment of immunity against Epstein-Barr virus infection in a patient with CHARGE/complete DiGeorge syndrome after peripheral blood lymphocyte transfusion,PEDIATRIC TRANSPLANTATION,23,4,e13424,(e-pub),2019-04,10.1111/petr.13424,31033123,論文,学術雑誌,1,0,,1.425
62,臨床医学域,耳鼻咽喉科・頭頸部外科学,eng,"Ogawa, Kaoru; Sato, Hiroaki; Takahashi, Mariko; Wada, Tetsuro; Naito, Yasushi; Kawase, Tetsuaki; Murakami, Shingo; Hara, Akira; Kanzaki, Sho",Clinical practice guidelines for diagnosis and treatment of chronic tinnitus in Japan,Auris Nasus Larynx,Epub,,,,2019-10,10.1016/j.anl.2019.09.007,31606294,論文,学術雑誌,1,0,,1.436
42,臨床医学域,消化器内科学,eng,"Fukuda, Kuniaki; Mori, Kensaku; Hasegawa, Naoyuki; Nasu, Katsuhiro; Ishige, Kazunori; Okamoto, Yoshikazu; Shiigai, Masanari; Abei, Masato; Minami, Manabu; Hyodo, Ichinosuke",Safety margin of radiofrequency ablation for hepatocellular carcinoma: a prospective study using magnetic resonance imaging with superparamagnetic iron oxide,Japanese journal of radiology,,,,,2019-05,10.1007/s11604-019-00843-1,31102138,論文,学術雑誌,1,0,,1.439
44,臨床医学域,循環器内科学,eng,"Isaka, Yoshitaka;Hayashi, Hiromitsu;Aonuma, Kazutaka;Horio, Masaru;Terada, Yoshio;Doi, Kent;Fujigaki, Yoshihide;Yasuda, Hideo;Sato, Taichi;Fujikura, Tomoyuki;Kuwatsuru, Ryohei;Toei, Hiroshi;Murakami, Ryusuke;Saito, Yoshihiko;Hirayama, Atsushi;Murohara, Toyoaki;Sato, Akira;Ishii, Hideki;Takayama, Tadateru;Watanabe, Makoto;Awai, Kazuo;Oda, Seitaro;Murakami, Takamichi;Yagyu, Yukinobu;Joki, Nobuhiko;Komatsu, Yasuhiro;Miyauchi, Takamasa;Ito, Yugo;Miyazawa, Ryo;Kanno, Yoshihiko;Ogawa, Tomonari;Hayashi, Hiroki;Koshi, Eri;Kosugi, Tomoki;Yasuda, Yoshinari",Guideline on the use of iodinated contrast media in patients with kidney disease 2018,Japanese journal of radiology,38,1,3,46,2020-01,10.1007/s11604-019-00850-2,31709498,論文,学術雑誌,1,0,,1.439
68,臨床医学域,画像診断・ＩＶＲ学,eng,"Hiyama H, Sekiya K, Kuno H, Oda S, Kusumoto M, Minami M, Kobayashi T",Imaging of extracranial head and neck lesions in cancer patients: a symptom‑based approach. ,Japanese Journal of Radiology,37,5,354,370,2019,10.1007/s11604-019-00832-4,30911985,論文,学術雑誌,1,0,,1.439
68,臨床医学域,画像診断・ＩＶＲ学,eng,"Fukuda K, Mori K, Hasegawa N, Nasu K, Ishige K, Okamoto Y, Shiigai M, Abei M, Minami M, Hyodo I",Safety margin of radiofrequency ablation for hepatocellular carcinoma: a prospective study using magnetic resonance imaging with superparamagnetic iron oxide.,Japanese Journal of Radiology,37,7,555,563,2019,10.1007/s11604-019-00843-1,31102138,論文,学術雑誌,1,0,,1.439
105,保健医療学域,ヘルスサービスリサーチ,eng,"Hasegawa, Shinya;Shiraishi, Atsushi;Yaegashi, Makito;Hosokawa, Naoto;Morimoto, Konosuke;Mori, Takahiro",Ceftriaxone versus ampicillin/sulbactam for the treatment of aspiration-associated pneumonia in adults,Journal of comparative effectiveness research,8,15,1275,1284,2019-11,10.2217/cer-2019-0041,31736321,論文,学術雑誌,1,0,,1.468
109,保健医療学域,国際社会医学・福祉医療学,eng,"Kuwahara, Keisuke;Endo, Motoki;Nishiura, Chihiro;Hori, Ai;Ogasawara, Takayuki;Nakagawa, Tohru;Honda, Toru;Yamamoto, Shuichiro;Okazaki, Hiroko;Imai, Teppei;Nishihara, Akiko;Miyamoto, Toshiaki;Sasaki, Naoko;Uehara, Akihiko;Yamamoto, Makoto;Murakami, Taizo;Shimizu, Makiko;Eguchi, Masafumi;Kochi, Takeshi;Nagahama, Satsue;Tomita, Kentaro;Konishi, Maki;Hu, Huanhuan;Inoue, Yosuke;Nanri, Akiko;Kunugita, Naoki;Kabe, Isamu;Mizoue, Tetsuya;Dohi, Seitaro",Smoking cessation after long-term sick leave due to cancer in comparison with cardiovascular disease: Japan Epidemiology Collaboration on Occupational Health Study,Industrial health,58,3,246,253,2019-10,10.2486/indhealth.2019-0136,31611479,論文,学術雑誌,1,0,,1.471
56,臨床医学域,脳神経外科学,eng,"H, Hosoo;W, Tsuruta;Y, Hamada;M, Katsumata;D, Ishigami;E, Ishikawa;Y, Matsumaru;Matsumura, Akira",Retrograde three-dimensional rotational angiography: A novel method for the detection of plaque protrusion during carotid artery stenting under continuous distal balloon protection.,Interventional Neuroradiology,26,3,316,320,2019,10.1177/1591019919900821,31979997,論文,学術雑誌,1,1,,1.479
53,臨床医学域,心臓血管外科学,eng,"Sonobe, Aiko; Kato, Hideyuki; Mathis, Bryan J.; Matsubara, Muneaki; Abe, Masakazu; Sakamoto, Hiroaki; Hiramatsu, Yuji",Successful surgical management for aneurysms of single coronary artery with a fistulous connection to the right ventricle,JOURNAL OF CARDIAC SURGERY,34,11,1405,1407,2019-11,10.1111/jocs.14230,31475758,論文,学術雑誌,1,1,,1.49
53,臨床医学域,心臓血管外科学,eng,"Nakajima, Tomomi; Kaminishi, Yuichiro; Kato, Hideyuki; Gomi, Seigo; Mathis, Bryan J; Hiramatsu, Yuji; Sakamoto, Hiroaki",Surgical extraction of a giant intracardiac lead vegetation and epicardial pacemaker reimplantation in a pacemaker-dependent hemodialysis patient,Journal of cardiac surgery,advpub,,,,2019-07-03,10.1111/jocs.14135,31269268,論文,学術雑誌,1,1,,1.49
53,臨床医学域,心臓血管外科学,eng,"Sonobe, Aiko; Osaka, Motoo; Mathis, Bryan J; Gomi, Seigo; Kato, Hideyuki; Hiramatsu, Yuji; Sakamoto, Hiroaki",Surgical resection of enlarged calcification formed by idiopathic localized constrictive pericarditis during total aortic arch replacement for aortic dissection,Journal of cardiac surgery,34,6,511,513,2019-04,10.1111/jocs.14056,31017327,論文,学術雑誌,1,1,,1.49
57,臨床医学域,整形外科学,eng,"Nakagawa, Shogo;Mutsuzaki, Hirotaka;Mataki, Yuki;Endo, Yusuke;Matsuda, Mayumi;Yoskikawa, Kenichi;Kamada, Hiroshi;Iwasaki, Nobuaki;Yamazaki, Masashi",Safety and immediate effects of Hybrid Assistive Limb in children with cerebral palsy: A pilot study,Brain & development,42,2,140,147,2019-11,10.1016/j.braindev.2019.10.003,31704189,論文,学術雑誌,1,0,,1.504
66,臨床医学域,小児科学,eng,"Enokizono, Takashi; Ohto, Tatsuyuki; Tanaka, Mai; Maruo, Kazushi; Sano, Yuko; Kandori, Akihiko; Takada, Hidetoshi",Quantitative assessment of fine motor skills in children using magnetic sensors,Brain & development,42,6,421,430,2020-03,10.1016/j.braindev.2020.03.004,32249080,論文,学術雑誌,1,0,,1.504
86,臨床医学域,水戸地域医療教育センター,eng,"Sasatani, Yuika; Okauchi, Shinichiro; Ohara, Gen; Kagohashi, Katsunori; Satoh, Hiroaki",Prolonged response after the discontinuation of nivolumab after resistance to gefitinib,Clinical respiratory journal,13,10,657,658,2019-10,10.1111/crj.13065,31343829,論文,学術雑誌,1,0,,1.514
88,臨床医学域,ひたちなか社会連携教育研究センター,eng,"Okauchi, Shinichiro; Miyazaki, Kunihiko; Yamada, Hideyasu; Satoh, Hiroaki",Response to a combination of erlotinib and bevacizumab therapy after immune checkpoint inhibitor,CLINICAL RESPIRATORY JOURNAL,14,5,500,501,2020-01,10.1111/crj.13153,31925931,論文,学術雑誌,1,0,,1.514
41,臨床医学域,血液内科学,eng,"Yoshida, Isao; Tamura, Kazuo; Miyamoto, Toshihiro; Shimokawa, Mototsugu; Takamatsu, Yasushi; Nanya, Yasuhito; Matsumura, Itaru; Gotoh, Moritaka; Igarashi, Tadahiko; Takahashi, Tsutomu; Aiba, Keisuke; Kumagai, Kyoya; Ishizawa, Kenichi; Kurita, Naoki; Usui, Noriko; Hatake, Kiyohiko",Prophylactic Antiemetics for Haematological Malignancies: Prospective Nationwide Survey Subset Analysis in Japan,In vivo,33,4,1355,1362,2019-07,10.21873/invivo.11611,31280230,論文,学術雑誌,1,0,,1.541
43,臨床医学域,呼吸器内科学,eng,"Watanabe, Hiroko; Okauchi, Shinichiro; Miyazaki, Kunihiko; Satoh, Hiroaki; Hizawa, Nobuyuki",Factors Associated With Distant Metastasis in EGFR-mutated Non-small Cell Lung Cancer Patients: Logistic Analysis,IN VIVO,33,4,1369,1372,2019-07,10.21873/invivo.11613,31280232,論文,学術雑誌,1,0,,1.541
86,臨床医学域,水戸地域医療教育センター,eng,"Okauchi, Shinichiro; Sasatani, Yuika; Ohara, Gen; Kagohashi, Katsunori; Satoh, Hiroaki",Combined Atezolizumab and Chemotherapy for a Patient With Double Primary Cancers,IN VIVO,34,1,389,392,2020-01,10.21873/invivo.11785,31882503,論文,学術雑誌,1,0,,1.541
5,生命医科学域,病理部,eng,"Yanagawa, Masahiro; Niioka, Hirohiko; Hata, Akinori; Kikuchi, Noriko; Honda, Osamu; Kurakami, Hiroyuki; Morii, Eiichi; Noguchi, Masayuki; Watanabe, Yoshiyuki; Miyake, Jun; Tomiyama, Noriyuki",Application of deep learning (3-dimensional convolutional neural network) for the prediction of pathological invasiveness in lung adenocarcinoma: A preliminary study,Medicine,98,25,e-pub,,2019-06-01,10.1097/MD.0000000000016119,31232960,論文,学術雑誌,0,0,,1.552
19,生命医科学域,分子遺伝疫学,eng,"Oka, Shomi; Furukawa, Hiroshi; Shimada, Kota; Hashimoto, Atsushi; Komiya, Akiko; Tsunoda, Shinichiro; Saisho, Koichiro; Tsuchiya, Naoyuki; Katayama, Masao; Shinohara, Satoshi; Matsui, Toshihiro; Fukui, Naoshi; Sano, Hajime; Migita, Kiyoshi; Tohma, Shigeto",Association of HLA-DRB1 genotype with younger age onset and elder age onset rheumatoid arthritis in Japanese populations,Medicine,98,48,,,2019-11,10.1097/MD.0000000000018218,31770283,論文,学術雑誌,1,0,,1.552
46,臨床医学域,神経内科学,eng,"Miyake, Zenshi;Tomidokoro, Yasushi;Nohara, Seitaro;Tamaoka, Akira",Chronic myelitis associated with zoster sine herpete: A case report,Medicine,,,,,2019-08,10.1097/MD.0000000000016671,31393366,論文,学術雑誌,1,1,,1.552
105,保健医療学域,ヘルスサービスリサーチ,eng,"Abe, Toshikazu; Suzuki, Tomoharu; Kushimoto, Shigeki; Fujishima, Seitaro; Sugiyama, Takehiro; Iwagami, Masao; Ogura, Hiroshi; Shiraishi, Atsushi; Saitoh, Daizoh; Mayumi, Toshihiko; Iriyama, Hiroki; Komori, Akira; Nakada, Taka-Aki; Shiino, Yasukazu; Tarui, Takehiko; Hifumi, Toru; Otomo, Yasuhiro; Okamoto, Kohji; Umemura, Yutaka; Kotani, Joji; Sakamoto, Yuichiro; Sasaki, Junichi; Shiraishi, Shin-Ichiro; Tsuruta, Ryosuke; Hagiwara, Akiyoshi; Yamakawa, Kazuma; Takuma, Kiyotsugu; Masuno, Tomohiko; Takeyama, Naoshi; Yamashita, Norio; Ikeda, Hiroto; Ueyama, Masashi; Gando, Satoshi",History of diabetes may delay antibiotic administration in patients with severe sepsis presenting to emergency departments,MEDICINE,99,11,e19446,,2020-03,10.1097/MD.0000000000019446,32176076,論文,学術雑誌,1,0,,1.552
1,生命医科学域,解剖学・発生学,eng,"MAIMAITI, Shayida;KOSHIDA, Ryusuke;OJIMA, Masami;KULATHUNGA, Kaushalya;OISHI, Hisashi;TAKAHASHI, Satoru",Neuron-specific Mafb knockout causes growth retardation accompanied by an impaired GH/IGF-I axis,Experimental Animals,68,4,435,442,2019,10.1538/expanim.18-0182,31092767,論文,学術雑誌,1,0,,1.574
1,生命医科学域,解剖学・発生学,eng,"HAMADA, Michito;TSUNAKAWA, Yuki;JEON, Hyojung;YADAV, Manoj Kumar;TAKAHASHI, Satoru",Role of MafB in macrophages,Experimental Animals,69,1,1,10,2019,10.1538/expanim.19-0076,31582643,論文,学術雑誌,1,0,,1.574
2,生命医科学域,解剖学・神経科学,eng,"Tome, Saki; Sasaki, Tetsuya; Takahashi, Satoru; Takei, Yosuke",Elevated maternal retinoic acid-related orphan receptor-γt enhances the effect of polyinosinic-polycytidylic acid in inducing fetal loss,Experimental animals,68,4,491,497,2019-06,10.1538/expanim.19-0038,31178537,論文,学術雑誌,1,1,,1.574
23,生命医科学域,実験動物学,eng,"SUZUKI, Hayate;SUGIYAMA, Fumihiro;DINH, Tra Thi Huong;DAITOKU, Yoko;TANIMOTO, Yoko;KATO, Kanako;AZAMI, Takuya;EMA, Masatsugu;MURATA, Kazuya;MIZUNO, Seiya",Generation of bicistronic reporter knockin mice for visualizing germ layers,Experimental Animals,68,4,499,509,2019-11,10.1538/expanim.19-0031,31189761,論文,学術雑誌,1,1,,1.574
23,生命医科学域,実験動物学,eng,"Chang, Yu-Hsin;Katoh, Megumi C;Abdellatif, Ahmed M;Xiafukaiti, Guli;Elzeftawy, Abdelaziz;Ojima, Masami;Mizuno, Seiya;Kuno, Akihiro;Takahashi, Satoru",Uncovering the role of MAFB in glucagon production and secretion in pancreatic α-cells using a new α-cell-specific Mafb conditional knockout mouse model,Experimental animals,69,2,178,188,2019-12,10.1538/expanim.19-0105,31787710,論文,学術雑誌,1,0,,1.574
43,臨床医学域,呼吸器内科学,eng,"Kanazawa, Jun;Kitazawa, Haruna;Masuko, Hironori;Yatagai, Yohei;Sakamoto, Tohru;Kaneko, Yoshiko;Iijima, Hiroaki;Naito, Takashi;Saito, Takefumi;Noguchi, Emiko;Konno, Satoshi;Nishimura, Masaharu;Hirota, Tomomitsu;Tamari, Mayumi;Hizawa, Nobuyuki",A cis-eQTL allele regulating reduced expression of CHI3L1 is associated with late-onset adult asthma in Japanese cohorts,BMC medical genetics,20,1,58,,2019-04,10.1186/s12881-019-0786-y,30940096,論文,学術雑誌,1,1,,1.585
59,臨床医学域,腎・泌尿器外科学,eng,"Miyazaki, Jun; Onozawa, Mizuki; Takahashi, Satoshi; Maekawa, Yuka; Yasuda, Mitsuru; Wada, Koichiro; Maeda, Yuji; Masaki, Takuro; Yamaguchi, Akito; Suzuki, Masahiko; Sakai, Yasuyuki; Kimura, Tomokazu; Takai, Manabu; Seike, Kensaku; Hashimoto, Takahiko; Yamamoto, Shingo",The resonance (R) metallic ureteral stent in the treatment of malignant ureteral obstruction: a prospective observational study,BMC UROLOGY,19,1,137,,2019-12,10.1186/s12894-019-0569-y,31881875,論文,学術雑誌,1,0,,1.592
80,臨床医学域,橋渡し・臨床研究学,eng,"Fujie, Keiko; Kamei, Risa; Araki, Risa; Hashimoto, Koichi",Prescription of potentially inappropriate medications in elderly outpatients: a survey using 2015 Japanese Guidelines,International journal of clinical pharmacy,42,2,579,587,2020-01,10.1007/s11096-020-00967-9,31960272,論文,学術雑誌,1,0,,1.616
44,臨床医学域,循環器内科学,eng,"Sai, Seika;Seo, Yoshihiro;Nakagawa, Daishi;Nakatsukasa, Tomofumi;Kawamatsu, Naoto;Sugano, Akinori;Yamamoto, Masayoshi;Hamada-Harimura, Yoshie;Machino-Ohtsuka, Tomoko;Nishi, Isao;Ishizu, Tomoko;Ohte, Nobuyuki;Ieda, Masaki",Clinical impacts of changes of renal function during hospitalization depend on grades of renal dysfunction in acute decompensated heart failure,Heart and vessels,35,4,509,520,2020-04,10.1007/s00380-019-01511-0,31560111,論文,学術雑誌,1,1,,1.618
44,臨床医学域,循環器内科学,eng,"Hasebe, Hideyuki; Yoshida, Kentaro; Nogami, Akihiko; Ieda, Masaki",Difference in epicardial adipose tissue distribution between paroxysmal atrial fibrillation and coronary artery disease,Heart and vessels,35,8,1070,1078,2020-08,10.1007/s00380-020-01575-3,32152730,論文,学術雑誌,1,1,,1.618
